t,value,ema17,ema1_ma2,ema1_ma3,ema2_ma1,ema2_ma2,filtered,,filtered,fifth,,forth,,third,,second,,first,,,
0.863,1.104752,0.846133,0.896964,0.886103,0.888693,0.900266,0.846133,,0.846133,0.900266,,0.888693,,0.886103,,0.896964,,0.841893,,,
0.864,0.886987,0.90113,0.895467,0.88628,0.888266,0.896282,0.90113,,0.90113,0.896282,,0.888266,,0.88628,,0.895467,,0.844148,,,
0.865,1.340316,0.882422,0.962194,0.977087,1.001279,1.029492,0.882422,,0.882422,1.029492,,1.001279,,0.977087,,0.962194,,0.868956,,,
0.866,0.663865,0.861471,0.917445,0.914443,0.916925,0.919804,0.861471,,0.861471,0.919804,,0.916925,,0.914443,,0.917445,,0.858702,,,
0.867,0.900462,0.888766,0.914898,0.911647,0.91281,0.914001,0.888766,,0.888766,0.914001,,0.91281,,0.911647,,0.914898,,0.86079,,,
0.868,0.786423,0.850347,0.895626,0.886602,0.881213,0.875728,0.850347,,0.850347,0.875728,,0.881213,,0.886602,,0.895626,,0.857071,,,
0.869,0.874908,0.747295,0.892519,0.884263,0.879637,0.875482,0.747295,,0.747295,0.875482,,0.879637,,0.884263,,0.892519,,0.857963,,,
0.87,0.892676,0.659344,0.892542,0.885946,0.882897,0.88064,0.659344,,0.659344,0.88064,,0.882897,,0.885946,,0.892542,,0.859699,,,
0.871,0.425984,0.582101,0.822558,0.793953,0.768668,0.744243,0.582101,,0.582101,0.744243,,0.768668,,0.793953,,0.822558,,0.838013,,,
0.872,0.870241,0.561133,0.829711,0.809211,0.794062,0.782043,0.561133,,0.561133,0.782043,,0.794062,,0.809211,,0.829711,,0.839624,,,
0.873,0.607208,0.523713,0.796335,0.76881,0.747348,0.729592,0.523713,,0.523713,0.729592,,0.747348,,0.76881,,0.796335,,0.828004,,,
0.874,-0.028827,0.501557,0.672561,0.609283,0.553304,0.502066,0.501557,,0.501557,0.502066,,0.553304,,0.609283,,0.672561,,0.785162,,,
0.875,-0.080471,0.481607,0.559606,0.471332,0.394861,0.327305,0.481607,,0.481607,0.327305,,0.394861,,0.471332,,0.559606,,0.74188,,,
0.876,0.49064,0.483016,0.549261,0.475194,0.418805,0.376306,0.483016,,0.483016,0.376306,,0.418805,,0.475194,,0.549261,,0.729318,,,
0.877,0.433218,0.473386,0.531855,0.466799,0.422409,0.393379,0.473386,,0.473386,0.393379,,0.422409,,0.466799,,0.531855,,0.714513,,,
0.878,0.488841,0.423296,0.525403,0.471207,0.439017,0.422018,0.423296,,0.423296,0.422018,,0.439017,,0.471207,,0.525403,,0.70323,,,
0.879,0.542709,0.399365,0.527999,0.485507,0.46494,0.458225,0.399365,,0.399365,0.458225,,0.46494,,0.485507,,0.527999,,0.695204,,,
0.88,0.655453,0.469319,0.547117,0.519497,0.512568,0.517394,0.469319,,0.469319,0.517394,,0.512568,,0.519497,,0.547117,,0.693216,,,
0.881,0.908182,0.566587,0.601277,0.597234,0.611472,0.63463,0.566587,,0.566587,0.63463,,0.611472,,0.597234,,0.601277,,0.703964,,,
0.882,0.320052,0.561033,0.559093,0.541797,0.538617,0.540257,0.561033,,0.561033,0.540257,,0.538617,,0.541797,,0.559093,,0.684769,,,
0.883,0.319253,0.497574,0.523117,0.497288,0.483776,0.473956,0.497574,,0.497574,0.473956,,0.483776,,0.497288,,0.523117,,0.666493,,,
0.884,0.343968,0.443075,0.496245,0.466624,0.448824,0.434959,0.443075,,0.443075,0.434959,,0.448824,,0.466624,,0.496245,,0.650367,,,
0.885,0.740665,0.399111,0.532908,0.521432,0.521784,0.526671,0.399111,,0.399111,0.526671,,0.521784,,0.521432,,0.532908,,0.654882,,,
0.886,0.989475,0.344058,0.601393,0.615041,0.638707,0.665512,0.344058,,0.344058,0.665512,,0.638707,,0.615041,,0.601393,,0.671611,,,
0.887,0.429549,0.262279,0.575616,0.577943,0.586417,0.594723,0.262279,,0.262279,0.594723,,0.586417,,0.577943,,0.575616,,0.659508,,,
0.888,-0.264828,0.239357,0.44955,0.409388,0.373606,0.336858,0.239357,,0.239357,0.336858,,0.373606,,0.409388,,0.44955,,0.613291,,,
0.889,-0.110657,0.201575,0.365519,0.305379,0.25254,0.202603,0.201575,,0.201575,0.202603,,0.25254,,0.305379,,0.365519,,0.577094,,,
0.89,0.059106,0.194963,0.319557,0.256125,0.204182,0.159554,0.194963,,0.194963,0.159554,,0.204182,,0.256125,,0.319557,,0.551195,,,
0.891,0.049869,0.103295,0.279104,0.214874,0.165604,0.126649,0.103295,,0.103295,0.126649,,0.165604,,0.214874,,0.279104,,0.526128,,,
0.892,0.008616,-0.016329,0.23853,0.173622,0.126357,0.091239,-0.016329,,0.016329,0.091239,,0.126357,,0.173622,,0.23853,,0.500253,,,
0.893,0.067914,-0.047298,0.212938,0.15248,0.111746,0.084241,-0.047298,,0.047298,0.084241,,0.111746,,0.15248,,0.212938,,0.478636,,,
0.894,-0.096354,-0.067867,0.166544,0.102714,0.059721,0.030063,-0.067867,,0.067867,0.030063,,0.059721,,0.102714,,0.166544,,0.449886,,,
0.895,0.271236,-0.047179,0.182248,0.136418,0.1126,0.102415,-0.047179,,0.047179,0.102415,,0.1126,,0.136418,,0.182248,,0.440954,,,
0.896,-0.267683,-0.046992,0.114758,0.055598,0.017529,-0.008615,-0.046992,,0.046992,0.008615,,0.017529,,0.055598,,0.114758,,0.405522,,,
0.897,-0.32639,-0.050568,0.048586,-0.0208,-0.068451,-0.103947,-0.050568,,0.050568,0.103947,,0.068451,,0.0208,,0.048586,,0.368926,,,
0.898,0.088896,-0.001881,0.054633,0.001139,-0.029114,-0.046094,-0.001881,,0.001881,0.046094,,0.029114,,0.001139,,0.054633,,0.354925,,,
0.899,-0.491085,-0.019126,-0.027225,-0.097305,-0.144607,-0.179591,-0.019126,,0.019126,0.179591,,0.144607,,0.097305,,0.027225,,0.312624,,,
0.9,0.116908,0.049784,-0.005605,-0.054463,-0.079228,-0.090642,0.049784,,0.049784,0.090642,,0.079228,,0.054463,,0.005605,,0.302839,,,
0.901,0.061159,0.019235,0.004409,-0.031338,-0.044131,-0.045101,0.019235,,0.019235,0.045101,,0.044131,,0.031338,,0.004409,,0.290755,,,
0.902,0.010534,0.003621,0.005328,-0.022964,-0.030465,-0.028411,0.003621,,0.003621,0.028411,,0.030465,,0.022964,,0.005328,,0.276744,,,
0.903,0.544178,0.023278,0.086156,0.090464,0.113196,0.143366,0.023278,,0.023278,0.143366,,0.113196,,0.090464,,0.086156,,0.290115,,,
0.904,-0.121784,-0.0339,0.054965,0.048015,0.054451,0.063821,-0.0339,,0.0339,0.063821,,0.054451,,0.048015,,0.054965,,0.26952,,,
0.905,0.661655,-0.037851,0.145968,0.170743,0.206252,0.243171,-0.037851,,0.037851,0.243171,,0.206252,,0.170743,,0.145968,,0.289127,,,
0.906,-0.064799,-0.074063,0.114353,0.123634,0.138489,0.15078,-0.074063,,0.074063,0.15078,,0.138489,,0.123634,,0.114353,,0.271431,,,
0.907,-0.439445,-0.108624,0.031283,0.011019,-0.005994,-0.026287,-0.108624,,0.108624,0.026287,,0.005994,,0.011019,,0.031283,,0.235887,,,
0.908,-0.110157,-0.177363,0.010067,-0.013217,-0.032035,-0.051448,-0.177363,,0.177363,0.051448,,0.032035,,0.013217,,0.010067,,0.218585,,,
0.909,-0.540061,-0.255904,-0.072452,-0.118585,-0.159042,-0.198032,-0.255904,,0.255904,0.198032,,0.159042,,0.118585,,0.072452,,0.180652,,,
0.91,-0.534544,-0.272718,-0.141766,-0.201777,-0.252917,-0.298986,-0.272718,,0.272718,0.298986,,0.252917,,0.201777,,0.141766,,0.144893,,,
0.911,-0.281431,-0.354784,-0.162715,-0.217708,-0.260046,-0.293719,-0.354784,,0.354784,0.293719,,0.260046,,0.217708,,0.162715,,0.123576,,,
0.912,-0.319007,-0.395441,-0.186159,-0.237968,-0.274786,-0.301306,-0.395441,,0.395441,0.301306,,0.274786,,0.237968,,0.186159,,0.101447,,,
0.913,-0.745602,-0.377705,-0.270076,-0.339495,-0.39249,-0.434595,-0.377705,,0.377705,0.434595,,0.39249,,0.339495,,0.270076,,0.059095,,,
0.914,-0.319769,-0.475703,-0.27753,-0.335549,-0.37431,-0.400147,-0.475703,,0.475703,0.400147,,0.37431,,0.335549,,0.27753,,0.040152,,,
0.915,-0.306738,-0.488711,-0.281911,-0.329787,-0.357417,-0.372124,-0.488711,,0.488711,0.372124,,0.357417,,0.329787,,0.281911,,0.022807,,,
0.916,-0.241074,-0.513862,-0.275785,-0.312045,-0.328331,-0.332809,-0.513862,,0.513862,0.332809,,0.328331,,0.312045,,0.275785,,0.009613,,,
0.917,-0.512021,-0.532287,-0.311221,-0.35204,-0.374254,-0.386573,-0.532287,,0.532287,0.386573,,0.374254,,0.35204,,0.311221,,0.016469,,,
0.918,-0.244355,-0.564281,-0.301191,-0.330503,-0.341779,-0.343907,-0.564281,,0.564281,0.343907,,0.341779,,0.330503,,0.301191,,0.027863,,,
0.919,-1.188126,-0.54597,-0.434231,-0.502027,-0.553366,-0.597173,-0.54597,,0.54597,0.597173,,0.553366,,0.502027,,0.434231,,0.085876,,,
0.92,-0.683157,-0.511669,-0.47157,-0.538253,-0.585814,-0.622968,-0.511669,,0.511669,0.622968,,0.585814,,0.538253,,0.47157,,0.11574,,,
0.921,-0.811205,-0.53739,-0.522515,-0.592844,-0.642161,-0.679439,-0.53739,,0.53739,0.679439,,0.642161,,0.592844,,0.522515,,0.150513,,,
0.922,-0.484099,-0.557671,-0.516753,-0.571095,-0.602646,-0.620837,-0.557671,,0.557671,0.620837,,0.602646,,0.571095,,0.516753,,0.167193,,,
0.923,-0.670943,-0.576818,-0.539881,-0.591064,-0.61972,-0.635869,-0.576818,,0.576818,0.635869,,0.61972,,0.591064,,0.539881,,0.19238,,,
0.924,-0.544183,-0.618753,-0.540527,-0.581688,-0.600836,-0.608363,-0.618753,,0.618753,0.608363,,0.600836,,0.581688,,0.540527,,0.20997,,,
0.925,0.057546,-0.584125,-0.450816,-0.453841,-0.43624,-0.40859,-0.584125,,0.584125,0.40859,,0.43624,,0.453841,,0.450816,,0.196595,,,
0.926,-0.589673,-0.5906,-0.471644,-0.481008,-0.474599,-0.462915,-0.5906,,0.5906,0.462915,,0.474599,,0.481008,,0.471644,,0.216248,,,
0.927,-0.46417,-0.572517,-0.470523,-0.47764,-0.471991,-0.463292,-0.572517,,0.572517,0.463292,,0.471991,,0.47764,,0.470523,,0.228645,,,
0.928,-0.722637,-0.576538,-0.50834,-0.526639,-0.534653,-0.541095,-0.576538,,0.576538,0.541095,,0.534653,,0.526639,,0.50834,,0.253344,,,
0.929,-0.705638,-0.604055,-0.537935,-0.562439,-0.577399,-0.590458,-0.604055,,0.604055,0.590458,,0.577399,,0.562439,,0.537935,,0.275959,,,
0.93,-0.807212,-0.637688,-0.578326,-0.611394,-0.634852,-0.655484,-0.637688,,0.637688,0.655484,,0.634852,,0.611394,,0.578326,,0.302521,,,
0.931,-0.754387,-0.773855,-0.604736,-0.639992,-0.664736,-0.685155,-0.773855,,0.773855,0.685155,,0.664736,,0.639992,,0.604736,,0.325115,,,
0.932,-0.612293,-0.820787,-0.605869,-0.634453,-0.651625,-0.663296,-0.820787,,0.820787,0.663296,,0.651625,,0.634453,,0.605869,,0.339474,,,
0.933,-0.528327,-0.848158,-0.594238,-0.613227,-0.620801,-0.622806,-0.848158,,0.848158,0.622806,,0.620801,,0.613227,,0.594238,,0.348916,,,
0.934,-0.973632,-0.849999,-0.651147,-0.685308,-0.709009,-0.728054,-0.849999,,0.849999,0.728054,,0.709009,,0.685308,,0.651147,,0.380152,,,
0.935,-0.914142,-0.866539,-0.690596,-0.731075,-0.760292,-0.78388,-0.866539,,0.866539,0.78388,,0.760292,,0.731075,,0.690596,,0.406852,,,
0.936,-1.440298,-0.850662,-0.803051,-0.87292,-0.930293,-0.980805,-0.850662,,0.850662,0.980805,,0.930293,,0.87292,,0.803051,,0.458524,,,
0.937,-1.105921,-0.846063,-0.848482,-0.91952,-0.9742,-1.01834,-0.846063,,0.846063,1.01834,,0.9742,,0.91952,,0.848482,,0.490894,,,
0.938,-0.765247,-0.831675,-0.835997,-0.888665,-0.921962,-0.942412,-0.831675,,0.831675,0.942412,,0.921962,,0.888665,,0.835997,,0.504611,,,
0.939,-0.742894,-0.84776,-0.822031,-0.859511,-0.877195,-0.882557,-0.84776,,0.84776,0.882557,,0.877195,,0.859511,,0.822031,,0.516526,,,
0.94,-0.887574,-0.840557,-0.831863,-0.865124,-0.87979,-0.884062,-0.840557,,0.840557,0.884062,,0.87979,,0.865124,,0.831863,,0.535078,,,
0.941,-0.632572,-0.821195,-0.801969,-0.818613,-0.817985,-0.808615,-0.821195,,0.821195,0.808615,,0.817985,,0.818613,,0.801969,,0.539953,,,
0.942,-0.703796,-0.84598,-0.787243,-0.79565,-0.789438,-0.777169,-0.84598,,0.84598,0.777169,,0.789438,,0.79565,,0.787243,,0.548145,,,
0.943,-0.454021,-0.815042,-0.73726,-0.727324,-0.705584,-0.680225,-0.815042,,0.815042,0.680225,,0.705584,,0.727324,,0.73726,,0.543439,,,
0.944,-0.705268,-0.930222,-0.732461,-0.722913,-0.705505,-0.687738,-0.930222,,0.930222,0.687738,,0.705505,,0.722913,,0.732461,,0.55153,,,
0.945,-0.894398,-1.000599,-0.756752,-0.75721,-0.752728,-0.749736,-1.000599,,1.000599,0.749736,,0.752728,,0.75721,,0.756752,,0.568674,,,
0.946,-0.701151,-1.004072,-0.748411,-0.745998,-0.739834,-0.73516,-1.004072,,1.004072,0.73516,,0.739834,,0.745998,,0.748411,,0.575297,,,
0.947,-1.712937,-1.034959,-0.89309,-0.939386,-0.98311,-1.028493,-1.034959,,1.034959,1.028493,,0.98311,,0.939386,,0.89309,,0.632179,,,
0.948,-0.765604,-1.107895,-0.873967,-0.90463,-0.928733,-0.949627,-1.107895,,1.107895,0.949627,,0.928733,,0.90463,,0.873967,,0.638851,,,
0.949,-2.032227,-1.193525,-1.047706,-1.130149,-1.204607,-1.274407,-1.193525,,1.193525,1.274407,,1.204607,,1.130149,,1.047706,,0.708519,,,
0.95,-1.517039,-1.200003,-1.118106,-1.207527,-1.282715,-1.347196,-1.200003,,1.200003,1.347196,,1.282715,,1.207527,,1.118106,,0.748945,,,
0.951,-0.925779,-1.238486,-1.089257,-1.151177,-1.193481,-1.220771,-1.238486,,1.238486,1.220771,,1.193481,,1.151177,,1.089257,,0.757787,,,
0.952,-0.972325,-1.217004,-1.071717,-1.115407,-1.138192,-1.146237,-1.217004,,1.217004,1.146237,,1.138192,,1.115407,,1.071717,,0.768514,,,
0.953,-1.506094,-1.160074,-1.136874,-1.193544,-1.230167,-1.254194,-1.160074,,1.160074,1.254194,,1.230167,,1.193544,,1.136874,,0.805393,,,
0.954,-1.395957,-1.172264,-1.175736,-1.234027,-1.271615,-1.296723,-1.172264,,1.172264,1.296723,,1.271615,,1.234027,,1.175736,,0.834921,,,
0.955,-0.776526,-1.029879,-1.115855,-1.142527,-1.147843,-1.140664,-1.029879,,1.029879,1.140664,,1.147843,,1.142527,,1.115855,,0.832001,,,
0.956,-1.317708,-0.968309,-1.146133,-1.177563,-1.190309,-1.193777,-0.968309,,0.968309,1.193777,,1.190309,,1.177563,,1.146133,,0.856287,,,
0.957,-0.464844,-0.985322,-1.043939,-1.035019,-1.008943,-0.975097,-0.985322,,0.985322,0.975097,,1.008943,,1.035019,,1.043939,,0.836715,,,
0.958,-1.086716,-0.968644,-1.050356,-1.045359,-1.028386,-1.008583,-0.968644,,0.968644,1.008583,,1.028386,,1.045359,,1.050356,,0.849215,,,
0.959,-0.899686,-0.897663,-1.027755,-1.016224,-0.996211,-0.975914,-0.897663,,0.897663,0.975914,,0.996211,,1.016224,,1.027755,,0.851738,,,
0.96,-0.465994,-0.870797,-0.943491,-0.906178,-0.863657,-0.822938,-0.870797,,0.870797,0.822938,,0.863657,,0.906178,,0.943491,,0.832451,,,
0.961,-0.839769,-0.869553,-0.927933,-0.892896,-0.857685,-0.827987,-0.869553,,0.869553,0.827987,,0.857685,,0.892896,,0.927933,,0.832817,,,
0.962,-1.112923,-0.833543,-0.955681,-0.936902,-0.921494,-0.913468,-0.833543,,0.833543,0.913468,,0.921494,,0.936902,,0.955681,,0.846822,,,
0.963,-0.788869,-0.832145,-0.93066,-0.907295,-0.888338,-0.876088,-0.832145,,0.832145,0.876088,,0.888338,,0.907295,,0.93066,,0.843925,,,
0.964,-0.725299,-0.801979,-0.899855,-0.870896,-0.847578,-0.830851,-0.801979,,0.801979,0.830851,,0.847578,,0.870896,,0.899855,,0.837993,,,
0.965,-1.100429,-0.801449,-0.929941,-0.916802,-0.910791,-0.911725,-0.801449,,0.801449,0.911725,,0.910791,,0.916802,,0.929941,,0.851115,,,
0.966,-0.762845,-0.839432,-0.904877,-0.886011,-0.873804,-0.867061,-0.839432,,0.839432,0.867061,,0.873804,,0.886011,,0.904877,,0.846702,,,
0.967,-0.921596,-0.837738,-0.907385,-0.893128,-0.885752,-0.883421,-0.837738,,0.837738,0.883421,,0.885752,,0.893128,,0.907385,,0.850446,,,
0.968,-0.449464,-0.802643,-0.838697,-0.804395,-0.77668,-0.753234,-0.802643,,0.802643,0.753234,,0.77668,,0.804395,,0.838697,,0.830397,,,
0.969,-0.754894,-0.841754,-0.826126,-0.794495,-0.771234,-0.753732,-0.841754,,0.841754,0.753732,,0.771234,,0.794495,,0.826126,,0.826622,,,
0.97,-0.893856,-0.886689,-0.836286,-0.814367,-0.801889,-0.795769,-0.886689,,0.886689,0.795769,,0.801889,,0.814367,,0.836286,,0.829984,,,
0.971,-0.883813,-0.836046,-0.843415,-0.828256,-0.82237,-0.822182,-0.836046,,0.836046,0.822182,,0.82237,,0.828256,,0.843415,,0.832675,,,
0.972,-0.821134,-0.85277,-0.840073,-0.826832,-0.822061,-0.821868,-0.85277,,0.85277,0.821868,,0.822061,,0.826832,,0.840073,,0.832098,,,
0.973,-0.72687,-0.876265,-0.823092,-0.806839,-0.798263,-0.793369,-0.876265,,0.876265,0.793369,,0.798263,,0.806839,,0.823092,,0.826837,,,
0.974,-1.219094,-0.884638,-0.882493,-0.88929,-0.903471,-0.921086,-0.884638,,0.884638,0.921086,,0.903471,,0.88929,,0.882493,,0.84645,,,
0.975,-1.219583,-0.856809,-0.933056,-0.955349,-0.982499,-1.010635,-0.856809,,0.856809,1.010635,,0.982499,,0.955349,,0.933056,,0.865106,,,
0.976,-0.543355,-0.862776,-0.874601,-0.87295,-0.872713,-0.870451,-0.862776,,0.862776,0.870451,,0.872713,,0.87295,,0.874601,,0.849019,,,
0.977,-0.946816,-0.814195,-0.885433,-0.887723,-0.891239,-0.893361,-0.814195,,0.814195,0.893361,,0.891239,,0.887723,,0.885433,,0.853909,,,
0.978,-1.180034,-0.751052,-0.929623,-0.946185,-0.963438,-0.979363,-0.751052,,0.751052,0.979363,,0.963438,,0.946185,,0.929623,,0.870215,,,
0.979,-0.541567,-0.701267,-0.871415,-0.865262,-0.85797,-0.848024,-0.701267,,0.701267,0.848024,,0.85797,,0.865262,,0.871415,,0.853782,,,
0.98,-0.448774,-0.596294,-0.808019,-0.781964,-0.755671,-0.728249,-0.596294,,0.596294,0.728249,,0.755671,,0.781964,,0.808019,,0.833532,,,
0.981,-0.959495,-0.545136,-0.83074,-0.81747,-0.806627,-0.797623,-0.545136,,0.545136,0.797623,,0.806627,,0.81747,,0.83074,,0.83983,,,
0.982,-0.349425,-0.508107,-0.758543,-0.723861,-0.692326,-0.663163,-0.508107,,0.508107,0.663163,,0.692326,,0.723861,,0.758543,,0.81531,,,
0.983,-0.126563,-0.453065,-0.663746,-0.604402,-0.550886,-0.502183,-0.453065,,0.453065,0.502183,,0.550886,,0.604402,,0.663746,,0.780873,,,
0.984,-0.179226,-0.384132,-0.591068,-0.519367,-0.457971,-0.405296,-0.384132,,0.384132,0.405296,,0.457971,,0.519367,,0.591068,,0.75079,,,
0.985,-0.064396,-0.339249,-0.512067,-0.428372,-0.359577,-0.303026,-0.339249,,0.339249,0.303026,,0.359577,,0.428372,,0.512067,,0.716471,,,
0.986,-0.656849,-0.289088,-0.533784,-0.474068,-0.433895,-0.409173,-0.289088,,0.289088,0.409173,,0.433895,,0.474068,,0.533784,,0.713489,,,
0.987,-0.136032,-0.186219,-0.474122,-0.406461,-0.359429,-0.327231,-0.186219,,0.186219,0.327231,,0.359429,,0.406461,,0.474122,,0.684617,,,
0.988,-0.341353,-0.153136,-0.454206,-0.393439,-0.35491,-0.331467,-0.153136,,0.153136,0.331467,,0.35491,,0.393439,,0.454206,,0.667453,,,
0.989,-0.421772,-0.178949,-0.449341,-0.399106,-0.371626,-0.358559,-0.178949,,0.178949,0.358559,,0.371626,,0.399106,,0.449341,,0.655169,,,
0.99,-0.04785,-0.18544,-0.389117,-0.328855,-0.290682,-0.265346,-0.18544,,0.18544,0.265346,,0.290682,,0.328855,,0.389117,,0.624803,,,
0.991,0.102988,-0.187358,-0.315302,-0.242486,-0.192264,-0.154846,-0.187358,,0.187358,0.154846,,0.192264,,0.242486,,0.315302,,0.588414,,,
0.992,0.172064,-0.147604,-0.242197,-0.159576,-0.101182,-0.056773,-0.147604,,0.147604,0.056773,,0.101182,,0.159576,,0.242197,,0.55039,,,
0.993,0.014496,-0.148067,-0.203693,-0.124762,-0.072263,-0.035392,-0.148067,,0.148067,0.035392,,0.072263,,0.124762,,0.203693,,0.522146,,,
0.994,-0.410513,-0.103042,-0.234716,-0.181912,-0.156825,-0.147928,-0.103042,,0.103042,0.147928,,0.156825,,0.181912,,0.234716,,0.516564,,,
0.995,-0.250618,-0.071169,-0.237101,-0.195653,-0.180273,-0.178735,-0.071169,,0.071169,0.178735,,0.180273,,0.195653,,0.237101,,0.503267,,,
0.996,-0.085498,-0.073761,-0.214361,-0.173622,-0.15658,-0.150764,-0.073761,,0.073761,0.150764,,0.15658,,0.173622,,0.214361,,0.482378,,,
0.997,-0.219558,-0.095854,-0.21514,-0.182809,-0.172324,-0.171402,-0.095854,,0.095854,0.171402,,0.172324,,0.182809,,0.21514,,0.469237,,,
0.998,-0.141118,-0.134128,-0.204037,-0.174471,-0.164523,-0.162317,-0.134128,,0.134128,0.162317,,0.164523,,0.174471,,0.204037,,0.452831,,,
0.999,0.153912,-0.158899,-0.150345,-0.108794,-0.084914,-0.067448,-0.158899,,0.158899,0.067448,,0.084914,,0.108794,,0.150345,,0.422494,,,
